"","number_samples","species","abstract","project","mentions_brain","url","brain_n_original","brain_n_latest","brain_n_sharq","brain_n_metasra","brain_percent_original","brain_percent_latest","brain_percent_sharq","brain_percent_metasra","criteria_original","criteria_latest","criteria_sharq","criteria_metasra"
"1946",734,"human","Cerebral organoids Ã¢â¬â three-dimensional cultures of human cerebral tissue derived from pluripotent stem cells Ã¢â¬â have emerged as models of human cortical development. However, the extent to which in vitro organoid systems recapitulate neural progenitor cell proliferation and neuronal differentiation programs observed in vivo remains unclear. Here we use single-cell RNA sequencing (scRNA-seq) to dissect and compare cell composition and progenitor-to-neuron lineage relationships in human cerebral organoids and fetal neocortex. Covariation network analysis using the fetal neocortex data reveals known and novel interactions among genes central to neural progenitor proliferation and neuronal differentiation. In the organoid, we detect diverse progenitors and differentiated cell types of neuronal and mesenchymal lineages, and identify cells that derived from regions resembling the fetal neocortex. We find that these organoid cortical cells use gene expression programs remarkably similar to those of the fetal tissue in order to organize into cerebral cortex-like regions. Our comparison of in vivo and in vitro cortical single cell transcriptomes illuminates the genetic features underlying human cortical development that can be studied in organoid cultures. Overall design: 734 single-cell transcriptomes from human fetal neocortex or human cerebral organoids from multiple time points were analyzed in this study. All single cell samples were processed on the microfluidic Fluidigm C1 platform and contain 92 external RNA spike-ins. Fetal neocortex data were generated at 12 weeks post conception (chip 1: 81 cells; chip 2: 83 cells) and 13 weeks post conception (62 cells). Cerebral organoid data were generated from dissociated whole organoids derived from induced pluripotent stem cell line 409B2 (iPSC 409B2) at 33 days (40 cells), 35 days (68 cells), 37 days (71 cells), 41 days (74 cells), and 65 days (80 cells) after the start of embryoid body culture. Cerebral organoid data were also generated from microdissected cortical-like regions from H9 embryonic stem cell derived organoids at 53 days (region 1, 48 cells; region 2, 48 cells) or from iPSC 409B2 organoids at 58 days (region 3, 43 cells; region 4, 36 cells).","SRP066834",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP066834",150,480,0,225,20.4359673024523,65.3950953678474,0,30.6539509536785,FALSE,FALSE,FALSE,FALSE
"1126",696,"human","Analyze the transcriptomes of 347 cells from 10 distinct populations in both of low-coverage (~0.27 million reads per cell) and high-coverage (~5 million reads per cell) to identify cell-type-specific biomarkers, and to compare gene expression across samples specifically for cells of a given type as well as to reconstruct developmental lineages of related cell types.","SRP041736",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041736",43,118,0,90,6.17816091954023,16.9540229885057,0,12.9310344827586,FALSE,FALSE,FALSE,FALSE
"1594",643,"human","Single cell transcriptomics has emerged as a powerful approach to dissecting phenotypic heterogeneity in complex, unsynchronized cellular populations.  However, many important biological questions demand quantitative analysis of large numbers of individual cells. Hence, new tools are urgently needed for efficient, inexpensive, and parallel manipulation of RNA from individual cells. We report a simple microfluidic platform for trapping single cell lysates in sealed, picoliter microwells capable of Ã¢â¬ÅprintingÃ¢â¬Â RNA on glass or capturing RNA on polymer beads. To demonstrate the utility of our system for single cell transcriptomics, we developed a highly scalable technology for genome-wide, single cell RNA-Seq. The current implementation of our device is pipette-operated, profiles hundreds of individual cells in parallel with library preparation costs of ~$0.10-$0.20/cell, and includes five lanes for simultaneous experiments. We anticipate that this system will ultimately serve as a general platform for large-scale single cell transcriptomics, compatible with both imaging and sequencing readouts.!Series_type = Expression profiling by high throughput sequencing Overall design: A microfluidic device that pairs sequence-barcoded mRNA capture beads with individual cells was used to barcode cDNA from individual cells which was then pre-amplified by in vitro transcription in a pool and converted into an Illumina RNA-Seq library. Libraries were generated from ~600 individual cells in parallel and extensive analysis was done on 396 cells from the U87 and MCF10a cell lines and from ~500 individual cells with extensive analysis on 247 cells from the U87 and WI-38 cell lines. Sequencing was done on the 3'-end of the transcript molecules.  The first read contains cell-identifying barcodes that were present on the capture bead and the second read contains a unique molecular identifier (UMI) barcode, a lane-identifying barcode, and then the sequence of the transcript.","SRP055569",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP055569",4,8,0,496,0.622083981337481,1.24416796267496,0,77.1384136858476,FALSE,FALSE,FALSE,TRUE
"1669",466,"human","We used single cell RNA sequencing on 466 cells to capture the cellular complexity of the adult and fetal human brain at a whole transcriptome level. Healthy adult temporal lobe tissue was obtained from epileptic patients during temporal lobectomy for medically refractory seizures. We were able to classify individual cells into all of the major neuronal, glial, and vascular cell types in the brain. Overall design: Examination of cell types in healthy human brain samples.","SRP057196",TRUE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP057196",201,350,0,466,43.1330472103004,75.107296137339,0,100,FALSE,TRUE,FALSE,TRUE
"734",422,"human","Next-generation sequencing (NGS) technology applications like RNA-sequencing (RNA-seq) have dramatically expanded the potential for novel genomics discoveries, but the proliferation of various platforms and protocols for RNA-seq has created a need for reference data sets to help gauge the performance characteristics of these disparate methods.  Here we describe the results of the ABRF-NGS Study on RNA-seq, which leverages replicate experiments across multiple sites using two reference RNA standards tested with four protocols (polyA selected, ribo-depleted, size selected, and degraded RNA), and examined across five NGS platforms (IlluminaÃ¢â¬â¢s HiSeqs, Life TechnologiesÃ¢â¬â¢ Personal Genome Machine and Proton, Roche 454 GS FLX, and Pacific Biosciences RS).  These results show high (R2 >0.9) intra-platform consistency across test sites, high inter-platform concordance (R2 >0.8) for transcriptome profiling, and a large set of novel splice junctions observed across all platforms.  Also, we observe that protocols using ribosomal RNA depletion can both salvage degraded RNA samples and also be readily compared to polyA-enriched fractions.  These data provide a broad foundation for standardization, evaluation and improvement of RNA-seq methods. Overall design: Two reference RNA standards tested with four protocols (polyA selected, ribo-depleted, size selected, and degraded RNA), and examined across five NGS platforms (IlluminaÃ¢â¬â¢s HiSeqs, Life TechnologiesÃ¢â¬â¢ Personal Genome Machine and Proton, Roche 454 GS FLX, and Pacific Biosciences RS). Please note that the samples were named following the ABRF-Platform-Site-Sample-Replicate# format. For example, ABRF-454-CNL-A-1 means Sample A was run on 454 platform at Cornell and this is the first replicate, and  ABRF-454-CNL-A-2 means the same exact sample was ran with same machine at same location and is 2nd replicate.","SRP026126",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP026126",256,254,192,36,60.6635071090047,60.1895734597156,45.4976303317536,8.53080568720379,FALSE,FALSE,FALSE,FALSE
"187",345,"human","The human embryonic stem cells (hESCs) are a unique model system for investigating the mechanisms of human development due to their ability to replicate indefinitely while retaining the capacity to differentiate into a host of functionally distinct cell types. In addition, these cells could be potentially used as therapeutic agents in regenerative medicine. Differentiation of hESCs involves selective activation or silencing of genes, a process controlled in part by the epigenetic state of the cell. In order to gain a better understanding of the epigenetic mechanisms regulating differentiation of hESCs, and produce general reference epigenome maps of the human cells, we propose to establish an Epigenome Center in San Diego. Our center will be focused on both undifferentiated hESC and four hESC-derived early embryonic cell lineages including extraembryonic endoderm, trophoblast, mesendoderm (a common precursor to mesodermal and endodermal lineages), and mesenchymal cells (a specific mesoderm derivative). We have developed and validated high throughput technologies for mapping the state of DNA methylation and chromatin modifications throughout the genome, and will use these methods to generate high-resolution maps of the reference epigenomes. Specifically, we will grow and differentiate hESCs into multiple lineages, and map DNA methylation sites using a newly developed technology that combines bisulfite conversion and whole genome shotgun sequencing. We will also determine the histone modification status in the genome by performing both ChlP-chip and ChlP-Seq analysis. We will develop advanced statistical and algorithmic solutions to facilitate high-throughput sequencing data analysis, and establish an informatics pipeline for collecting, storage, and distribution of epigenome maps. Finally, we will perform integrated data analysis to identify new epigenetic patterns in the genome that could provide insights in mechanisms of epigenetic regulation.","SRP000941",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP000941",4,9,0,12,1.15942028985507,2.60869565217391,0,3.47826086956522,FALSE,FALSE,FALSE,FALSE
"276",205,"human",NA,"SRP007461",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP007461",2,1,10,1,0.975609756097561,0.48780487804878,4.8780487804878,0.48780487804878,FALSE,FALSE,FALSE,FALSE
"1070",201,"human","The goal of this project is to infect relevant human host cells (MonoMac6, adult human neural progenitor (AHNP) cells and AHNP-derived neurons) with Toxoplasma gondii parasites of differing lineages to generate transcriptional mRNA and miRNA profiles. These datasets will allow the characterization of how genetically different parasites that cause distinct types of human toxoplasmosis alter the expression of protein-encoding and miRNA-encoding genes in both the human host and the parasite.","SRP040547",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP040547",15,9,0,121,7.46268656716418,4.47761194029851,0,60.1990049751244,FALSE,FALSE,FALSE,FALSE
"912",185,"human","Heart failure is associated with high morbidity and mortality and its incidence increases worldwide. MicroRNAs (miRNAs) are potential markers and targets for diagnostic and therapeutic applications, respectively. We determined myocardial and circulating miRNA abundance and its changes in patients with stable and end-stage heart failure before and at different time points after mechanical unloading by a left ventricular assist device (LVAD) by small-RNA-sequencing. MiRNA changes in failing heart tissues partially resembled that of fetal myocardium. Consistent with prototypical miRNAÃ¢â¬âtarget-mRNA interactions, target mRNA levels were negatively correlated to changes in abundance for highly expressed miRNAs in heart failure and fetal hearts. The circulating small RNA profile was dominated by miRNAs, and fragments of tRNAs and small cytoplasmic RNAs. Heart- and muscle-specific circulating miRNAs (myomirs) increased up to 140-fold in advanced heart failure, which coincided with a similar increase in cardiac troponin I protein, the established marker for heart injury. These extracellular changes nearly completely reversed 3 months following initiation of LVAD support. In stable heart failure, circulating miRNAs showed less than 5-fold differences compared to normal, and myomir and cardiac troponin I levels were only captured near the detection limit. These findings provide the underpinning for miRNA-based therapies and emphasize the usefulness of circulating miRNAs as biomarkers for heart injury performing similar to established diagnostic protein biomarkers. Overall design: Total RNA isolated from human left ventricular myocardium of failing hearts due to dilated or ischemic cardiomyopathy before and after mechanical unloading by a left ventricular assist device, and fetal myocardium compared to non-failing postnatal myocardium was subjected to multiplexed small RNA-sequencing on the Illumina platform. mRNA gene expression data using Illumina HumanHT-12v4 beadarrays for a subset of the myocardial samples is available (GSE52601).","SRP033566",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP033566",1,9,1,1,0.540540540540541,4.86486486486486,0.540540540540541,0.540540540540541,FALSE,FALSE,FALSE,FALSE
"64",171,"human","RNA-seq was performed of tissue samples from 95 human individuals representing 27 different tissues in order to determine tissue-specificity of all protein-coding genes.","ERP003613",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP003613",3,3,0,3,1.75438596491228,1.75438596491228,0,1.75438596491228,FALSE,FALSE,FALSE,FALSE
"232",156,"human",".","SRP003754",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP003754",11,15,26,1,7.05128205128205,9.61538461538462,16.6666666666667,0.641025641025641,FALSE,FALSE,FALSE,FALSE
"1592",111,"human","Gene expression is highly dynamic during fetal development and determines tissue specification and function. In humans, the transcriptional profile of different organs during development has not been systematically studied. However, understanding how a particular tissue acquires its tissue identity will give insight into the development and maturation of tissues from a developmental biology perspective. Overall design: Next-generation sequencing (DeepSAGE) dataset of 111 RNA samples representing 21 different human fetal organs and the maternal endometrium at three timepoints (gestational ages) during first and second trimester development (W9, W16-18, W22)","SRP055513",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP055513",7,13,0,5,6.30630630630631,11.7117117117117,0,4.5045045045045,FALSE,FALSE,FALSE,FALSE
"68",102,"human","We overexpress RUNX2 in ten human cell lines and identify genes that are affected by RUNX2 expression. These target genes provide a valuable resource into pathways regulated by RUNX2","ERP003917",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP003917",0,11,0,28,0,10.7843137254902,0,27.4509803921569,FALSE,FALSE,FALSE,FALSE
"456",88,"human","We assessed Smart-Seq, a new single-cell RNA-Seq library preparation method, on a variety of mouse and human RNA samples or cells. Overall design: We generated RNA-Seq libraries for dilution series of MAQC reference RNA and mouse brain RNA to assess technical reproducibility, and for a variety of individual cells including putative circulating tumour cells.","SRP014428",TRUE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP014428",16,21,23,20,18.1818181818182,23.8636363636364,26.1363636363636,22.7272727272727,FALSE,FALSE,FALSE,FALSE
"132",87,"human","RNA-Seq analysis of human fibroblasts, induced neurons and cortex from donors of several ages","ERP008608",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP008608",26,30,0,14,29.8850574712644,34.4827586206897,0,16.0919540229885,FALSE,FALSE,FALSE,FALSE
